"","OBJECTID","REQUESTID","DESCRIPTION","ADDRESS","INITIATEDDATE","CLOSEDDATE","WORKORDERID","STATUS","CSRNUMBER","x","y"
"35170",39160,1313241,"TREE PLANTING","4018 9TH STREET NE",1394560458000,1415802793000,NA,"CLOSED","14-00058549",-76.9938659555214,38.9400584566928
"35171",39161,1313247,"TREE PLANTING","1711 RHODE ISLAND AVENUE NW",1394560815000,1394800073000,NA,"CLOSED","14-00058562",-77.039047685133,38.9067020236828
"35172",39162,1313267,"TREE PLANTING","1015 V STREET NW",1394561894000,1394808362000,NA,"CLOSED","14-00058598",-77.0264921072858,38.9182880190094
"35173",39163,1313289,"TREE PLANTING","6045 16TH STREET NW",1394563513000,1394613252000,NA,"CLOSED","14-00058651",-77.0359668208762,38.9640676985044
"35174",39164,1313327,"TREE PLANTING","2029 3RD STREET NE",1394566034000,1418108203000,NA,"CLOSED","14-00058763",-77.0018175055897,38.9177816773138
"35175",39165,1313333,"TREE PLANTING","2029 3RD STREET NE",1394566397000,1418108219000,NA,"CLOSED","14-00058779",-77.0018175055897,38.9177816773138
"35178",39168,1313400,"TREE PLANTING","54 UNDERWOOD PLACE NW",1394570714000,NA,"409864","PENDING","14-00058949",-77.0107525734121,38.9689332258573
"35179",39169,1313410,"TREE PLANTING","5634 KANSAS AVENUE NW",1394571974000,1395048313000,NA,"CLOSED","14-00058984",-77.0138849885202,38.9585798920335
"35180",39170,1313414,"TREE PLANTING","6376 31ST PLACE NW",1394572334000,1418731974000,"409536","CLOSED","14-00058998",-77.0590635103659,38.9750111654742
"35181",39171,1313448,"TREE PLANTING","1817 HAMLIN STREET NE",1394575214000,1394725734000,NA,"CLOSED","14-00059087",-76.9778257034517,38.9275150631193
"35186",39176,1313596,"TREE PLANTING","1767 COLUMBIA ROAD NW",1394629214000,1410190114000,NA,"CLOSED","14-00059499",-77.0418300511769,38.923616914755
"35187",39177,1313631,"TREE PLANTING","1503 28TH STREET NW",1394631735000,1394710459000,NA,"CLOSED","14-00059599",-77.05697854509,38.9095224655085
"35192",39182,1313880,"TREE PLANTING","2934 ELLICOTT TERRACE NW",1394648658000,1415105778000,NA,"CLOSED","14-00060339",-77.0603567548808,38.9529808216435
"35215",39205,1314297,"TREE PLANTING","3605 17TH STREET NE",1394721201000,1394725822000,NA,"CLOSED","14-00061274",-76.9810238479321,38.9343480683485
"35223",39213,1314358,"TREE PLANTING","700 PENNSYLVANIA AVENUE NW",1394725519000,1417773347000,NA,"CLOSED","14-00061433",-77.0228592517354,38.8928537058356
"35230",39220,1314481,"TREE PLANTING","PARK ROAD NW AND 19TH STREET NW",1394733800000,NA,"410663","PENDING","14-00061724",-77.0441934177846,38.9327273247048
"35231",39221,1314485,"TREE PLANTING","1869 MONROE STREET NW",1394733980000,NA,NA,"PENDING","14-00061735",-77.0434698319758,38.9335253716878
"35232",39222,1314487,"TREE PLANTING","1870 MONROE STREET NW",1394734160000,NA,"410727","PENDING","14-00061742",-77.0434965724464,38.9331185466387
"35245",39235,1314697,"TREE PLANTING","4131 YUMA STREET NW",1394753961000,NA,NA,"PENDING","14-00062251",-77.0813198657693,38.9465066602344
"35246",39236,1314703,"TREE PLANTING","4328 WINDOM PLACE NW",1394754680000,1410174098000,NA,"CLOSED","14-00062259",-77.0848932031695,38.9453715979748
"35247",39237,1314716,"TREE PLANTING","513 TAYLOR STREET NW",1394760091000,NA,NA,"PENDING","14-00062306",-77.0197361068426,38.9411524495099
"35253",39243,1314853,"TREE PLANTING","2214 OBSERVATORY PLACE NW",1394807605000,1418029299000,NA,"CLOSED","14-00062675",-77.0742412518922,38.9196388657496
"35259",39249,1315015,"TREE PLANTING","335 BURNS STREET SE",1394820022000,1395135072000,NA,"CLOSED","14-00063057",-76.9459449915436,38.8855041301785
"35267",39257,1315257,"TREE PLANTING","5306 RENO ROAD NW",1394890224000,1415975597000,"410655","CLOSED","14-00063679",-77.0793970140772,38.9595904284557
"35268",39258,1315284,"TREE PLANTING","3100 - 3221 BLOCK OF 15TH PLACE SE",1394893824000,NA,NA,"PENDING","14-00063741",-76.9823668216818,38.8504560142571
"35271",39261,1315584,"TREE PLANTING","922 MADISON STREET NW",1394937141000,1421747475000,"410044","CLOSED","14-00064365",-77.0269795017082,38.9581423242925
"35273",39263,1315634,"TREE PLANTING","4950 30TH PLACE NW",1395002010000,1395044023000,NA,"CLOSED","14-00064532",-77.0623402929374,38.9548525103071
"35274",39264,1315639,"TREE PLANTING","1400 16TH STREET NW",1395003449000,1426233744000,NA,"CLOSED","14-00064541",-77.0370746449718,38.9090752852266
"35276",39266,1315664,"TREE PLANTING","1316 UNDERWOOD STREET NW",1395013349000,1395067989000,NA,"CLOSED","14-00064612",-77.0305240396434,38.9688165925322
"35277",39267,1315667,"TREE PLANTING","612 ASPEN STREET NW",1395015689000,1395041644000,NA,"CLOSED","14-00064621",-77.0226623121996,38.9721341335184
"35292",39282,1315713,"TREE PLANTING","3900 - 3999 BLOCK OF 16TH STREET NW",1395068613000,1395062059000,NA,"CLOSED","14-00064783",-77.0364462246117,38.9394292006235
"35294",39284,1315715,"TREE PLANTING","4100 - 4199 BLOCK OF 16TH STREET NW",1395068792000,1407751631000,NA,"CLOSED","14-00064787",-77.0364385548316,38.9413487802993
"35295",39285,1315716,"TREE PLANTING","4300 - 4399 BLOCK OF 16TH STREET NW",1395068792000,1407751631000,NA,"CLOSED","14-00064789",-77.0364311055529,38.9434749192534
"35296",39286,1315717,"TREE PLANTING","4500 - 4599 BLOCK OF 16TH STREET NW",1395068971000,1395062628000,NA,"CLOSED","14-00064790",-77.0364296554765,38.9456033075391
"35298",39288,1315720,"TREE PLANTING","4600 - 4699 BLOCK OF 16TH STREET NW",1395069152000,1407751631000,NA,"CLOSED","14-00064799",-77.0364319427508,38.9466930388969
"35299",39289,1315721,"TREE PLANTING","4700 - 4799 BLOCK OF 16TH STREET NW",1395069332000,1395062927000,NA,"CLOSED","14-00064804",-77.0364252197397,38.9477586306405
"35300",39290,1315722,"TREE PLANTING","4800 - 4899 BLOCK OF 16TH STREET NW",1395069332000,1407751631000,NA,"CLOSED","14-00064808",-77.0364241272489,38.9490069983864
"35301",39291,1315723,"TREE PLANTING","4900 - 4999 BLOCK OF 16TH STREET NW",1395069334000,1407751631000,NA,"CLOSED","14-00064812",-77.0364180556879,38.9506709191572
"35303",39293,1315728,"TREE PLANTING","4200 - 4299 BLOCK OF 16TH STREET NW",1395069692000,1407751631000,NA,"CLOSED","14-00064828",-77.0364356379317,38.9424123000477
"35305",39295,1315732,"TREE PLANTING","5000 - 5099 BLOCK OF 16TH STREET NW",1395069873000,1407751631000,NA,"CLOSED","14-00064837",-77.0364177077695,38.9513447382461
"35307",39297,1315734,"TREE PLANTING","4400 - 4499 BLOCK OF 16TH STREET NW",1395069873000,1407751631000,NA,"CLOSED","14-00064834",-77.0364315337199,38.9445384375245
"35308",39298,1315735,"TREE PLANTING","5100 - 5199 BLOCK OF 16TH STREET NW",1395069874000,1395063280000,NA,"CLOSED","14-00064840",-77.0364173425119,38.9522104334711
"35310",39300,1315737,"TREE PLANTING","5200 - 5499 BLOCK OF 16TH STREET NW",1395070052000,1407751631000,NA,"CLOSED","14-00064843",-77.0364088758689,38.9543810691173
"35313",39303,1315742,"TREE PLANTING","5500 - 5599 BLOCK OF 16TH STREET NW",1395070412000,1407751631000,NA,"CLOSED","14-00064851",-77.0363994420343,38.9569179801989
"35315",39305,1315746,"TREE PLANTING","5600 - 5699 BLOCK OF 16TH STREET NW",1395070592000,1407751631000,NA,"CLOSED","14-00064855",-77.0363977320451,38.9578620467871
"35318",39308,1315751,"TREE PLANTING","5690 - 5703 BLOCK OF 16TH STREET NW",1395070773000,1407751631000,NA,"CLOSED","14-00064867",-77.0363972202647,38.9584413683105
"35319",39309,1315753,"TREE PLANTING","5800 - 5899 BLOCK OF 16TH STREET NW",1395070953000,1407751631000,NA,"CLOSED","14-00064870",-77.0363957376815,38.9605086744037
"35321",39311,1315755,"TREE PLANTING","5900 - 5917 BLOCK OF 16TH STREET NW",1395070953000,1407751631000,NA,"CLOSED","14-00064874",-77.0363956206339,38.9611832127808
"35323",39313,1315760,"TREE PLANTING","6000 - 6099 BLOCK OF 16TH STREET NW",1395071132000,1407751631000,NA,"CLOSED","14-00064880",-77.0363865988116,38.9636258039254
"35324",39314,1315761,"TREE PLANTING","6100 - 6199 BLOCK OF 16TH STREET NW",1395071132000,1395064240000,NA,"CLOSED","14-00064884",-77.0363867912751,38.9651327041674
"35326",39316,1315763,"TREE PLANTING","6200 - 6299 BLOCK OF 16TH STREET NW",1395071312000,1407751631000,NA,"CLOSED","14-00064888",-77.0363867808765,38.9657903063846
"35327",39317,1315765,"TREE PLANTING","6314 - 6399 BLOCK OF 16TH STREET NW",1395071314000,1395064348000,NA,"CLOSED","14-00064889",-77.0363841044932,38.9673283754019
"35329",39319,1315768,"TREE PLANTING","6400 - 6498 BLOCK OF 16TH STREET NW",1395071492000,1407751631000,NA,"CLOSED","14-00064893",-77.036379050615,38.9682782063587
"35330",39320,1315770,"TREE PLANTING","6425 - 6508 BLOCK OF 16TH STREET NW",1395071493000,1395064465000,NA,"CLOSED","14-00064896",-77.0363761375123,38.9689009471647
"35332",39322,1315772,"TREE PLANTING","6517 - 6602 BLOCK OF 16TH STREET NW",1395071494000,1407751631000,NA,"CLOSED","14-00064899",-77.0363722256411,38.969827806451
"35333",39323,1315775,"TREE PLANTING","6720 - 6799 BLOCK OF 16TH STREET NW",1395071673000,1407751631000,NA,"CLOSED","14-00064905",-77.0363731657352,38.9718956476006
"35334",39324,1315777,"TREE PLANTING","6800 - 6899 BLOCK OF 16TH STREET NW",1395071673000,1407751631000,NA,"CLOSED","14-00064915",-77.0363721936807,38.9727042272722
"35336",39326,1315779,"TREE PLANTING","6900 - 6999 BLOCK OF 16TH STREET NW",1395071853000,1395064967000,NA,"CLOSED","14-00064920",-77.0363684706541,38.9740015944736
"35342",39332,1315855,"TREE PLANTING","804 NEW HAMPSHIRE AVENUE NW",1395097233000,1395144764000,NA,"CLOSED","14-00065136",-77.0529647819667,38.8998542461051
"35356",39346,1316572,"TREE PLANTING","8TH STREET NW AND G STREET NW",1395246099000,NA,"410408","PENDING","14-00067013",-77.022935174184,38.8984633815943
"35357",39347,1316574,"TREE PLANTING","MASSACHUSETTS AVENUE NW AND 5TH STREET NW",1395246099000,1418398182000,NA,"CLOSED","14-00067015",-77.0189292290067,38.9011317453428
"35358",39348,1316575,"TREE PLANTING","600 5TH STREET NW",1395246099000,1407751631000,NA,"CLOSED","14-00067016",-77.0194744307831,38.8978445947594
"35362",39352,1316625,"TREE PLANTING","6508 BARNABY STREET NW",1395250239000,1422874736000,"410430","CLOSED","14-00067143",-77.0630065064099,38.9754145681509
"35365",49247,1316733,"TREE PLANTING","5520 2ND STREET NW",1395259420000,1420467405000,"410412","CLOSED","14-00067376",-77.0138645421451,38.9572668501423
"35367",39356,1316804,"TREE PLANTING","2808 JASPER STREET SE",1395270759000,1395307621000,NA,"CLOSED","14-00067600",-76.967031690471,38.8515063177919
"35369",39358,1317094,"TREE PLANTING","21ST STREET NW AND O STREET NW",1395331424000,1396014457000,NA,"CLOSED","14-00068446",-77.0466390965067,38.9085760392225
"35373",39362,1317223,"TREE PLANTING","1322 MONROE STREET NW",1395339522000,1395667051000,NA,"CLOSED","14-00068770",-77.0306773013336,38.9318711805627
"35376",39365,1317258,"TREE PLANTING","642 NICHOLSON STREET NE",1395342223000,1419346803000,"410839","CLOSED","14-00068874",-76.996682080095,38.9588323605268
"35377",39366,1317272,"TREE PLANTING","5733 3RD PLACE NW",1395343483000,1422604647000,NA,"CLOSED","14-00068928",-77.0168644599564,38.959972897845
"35380",39369,1317343,"TREE PLANTING","D STREET NW AND 8TH STREET NW",1395348703000,1407751631000,NA,"CLOSED","14-00069095",-77.0229647754539,38.8948033667594
"35381",39370,1317344,"TREE PLANTING","517 11TH STREET SE",1395348704000,1395667690000,NA,"CLOSED","14-00069092",-76.9917798934321,38.8821628866577
"35382",39371,1317347,"TREE PLANTING","INDEPENDENCE AVENUE SW AND 7TH STREET SW",1395348883000,1395404109000,NA,"CLOSED","14-00069102",-77.0219179441414,38.8875706537872
"35384",39373,1317351,"TREE PLANTING","INDEPENDENCE AVENUE SW AND 7TH STREET SW",1395349062000,1395403977000,NA,"CLOSED","14-00069111",-77.0219179441414,38.8875706537872
"35387",39376,1317469,"TREE PLANTING","1832 WISCONSIN AVENUE NW",1395367431000,1407751632000,NA,"CLOSED","14-00069362",-77.0677857137548,38.9154671558121
"35388",39377,1317470,"TREE PLANTING","1680 WISCONSIN AVENUE NW",1395367431000,1395386661000,NA,"CLOSED","14-00069363",-77.0665743899497,38.9129711008905
"35394",39383,1317630,"TREE PLANTING","2712 CORTLAND PLACE NW",1395412605000,1415190333000,NA,"CLOSED","14-00069790",-77.0569565335331,38.9310476074187
"35395",39384,1317749,"TREE PLANTING","3707 INGOMAR STREET NW",1395419985000,1415877504000,"410630","CLOSED","14-00070106",-77.0723951527576,38.9585590233282
"35397",39386,1317766,"TREE PLANTING","4432 20TH STREET NE",1395420886000,NA,NA,"PENDING","14-00070129",-76.9765918234082,38.9443870095424
"35398",39387,1317767,"TREE PLANTING","1418 15TH STREET NW",1395420886000,NA,NA,"PENDING","14-00070130",-77.034826272843,38.9093675772319
"35402",39391,1318140,"TREE PLANTING","4447 P STREET NW",1395501220000,1395655953000,NA,"CLOSED","14-00071208",-77.0822402324988,38.9088504360501
"35408",39397,1318541,"TREE PLANTING","203 VARNUM STREET NW",1395590270000,1421749709000,"410988","CLOSED","14-00071974",-77.0143269564063,38.9434580987344
"35413",39402,1318582,"TREE PLANTING","401 ROCK CREEK CHURCH ROAD NW",1395613312000,1395752576000,NA,"CLOSED","14-00072141",-77.0171922040256,38.9382536219722
"35414",39403,1318585,"TREE PLANTING","1815 IRVING STREET NE",1395614571000,1417603013000,NA,"CLOSED","14-00072148",-76.9783915625197,38.9288145283163
"35421",39410,1318791,"TREE PLANTING","1613 RIGGS PLACE NW",1395673797000,1407751632000,NA,"CLOSED","14-00072689",-77.0373810080612,38.913512967445
"35425",39414,1318866,"TREE PLANTING","3914 BURNS COURT SE",1395679194000,1423054755000,NA,"CLOSED","14-00072889",-76.9499280538224,38.8885212813862
"35426",39415,1318893,"TREE PLANTING","4901 44TH STREET NW",1395680635000,1419237164000,NA,"CLOSED","14-00072960",-77.0859935729117,38.9534956327138
"35427",39416,1318918,"TREE PLANTING","5114 41ST STREET NW",1395682435000,1418913763000,NA,"CLOSED","14-00073016",-77.0805572474037,38.9566197898745
"35429",39419,1318959,"TREE PLANTING","1222 OATES STREET NE",1395685315000,1415011794000,NA,"CLOSED","14-00073115",-76.9873742842672,38.9052920250367
"35430",39420,1318975,"TREE PLANTING","905 C STREET NE",1395686575000,1395926463000,NA,"CLOSED","14-00073185",-76.9934489921666,38.8934331959549
"35437",39427,1319129,"TREE PLANTING","337 34TH STREET NE",1395704575000,1419346223000,NA,"CLOSED","14-00073661",-76.9572469725636,38.8946143912885
"35440",39430,1319218,"TREE PLANTING","5TH STREET NE AND G STREET NE",1395754440000,NA,NA,"PENDING","14-00074127",-76.9995113050779,38.8989192034296
"35442",39432,1319354,"TREE PLANTING","457 MASSACHUSETTS AVENUE NW",1395767218000,1428591874000,NA,"CLOSED","14-00074493",-77.0180094876297,38.9011026135982
"35443",39433,1319357,"TREE PLANTING","6TH STREET NW AND MASSACHUSETTS AVENUE NW",1395767398000,NA,"410392","PENDING","14-00074497",-77.0199207659086,38.9014767807531
"35444",39434,1319358,"TREE PLANTING","401 MASSACHUSETTS AVENUE NW",1395767398000,NA,"410027","PENDING","14-00074498",-77.016457988942,38.9005589177753
"35445",39435,1319360,"TREE PLANTING","MASSACHUSETTS AVENUE NW AND H STREET NW",1395767577000,1428674467000,NA,"CLOSED","14-00074502",-77.0159373825515,38.900092176756
"35446",39436,1319392,"TREE PLANTING","2616 GARFIELD STREET NW",1395770638000,1395930474000,NA,"CLOSED","14-00074584",-77.0541640820125,38.9264547847092
"35450",39440,1319600,"TREE PLANTING","2713 24TH STREET NE",1395840783000,1395833364000,NA,"CLOSED","14-00075357",-76.9719650739261,38.9253865803129
"35452",39442,1319666,"TREE PLANTING","1739 9TH STREET NW",1395846001000,NA,NA,"PENDING","14-00075527",-77.0235634553036,38.9138421325001
"35455",39445,1319817,"TREE PLANTING","302 TODD PLACE NE",1395858060000,NA,NA,"PENDING","14-00075904",-77.0017520920819,38.9164667320536
"35458",39448,1319861,"TREE PLANTING","1604 13TH STREET NW",1395861841000,NA,NA,"PENDING","14-00075999",-77.0298715210768,38.9116313946389
"35465",39455,1320034,"TREE PLANTING","4434 RESERVOIR ROAD NW",1395922862000,1418828430000,NA,"CLOSED","14-00076614",-77.0827219567666,38.9124432552034
"35468",39458,1320072,"TREE PLANTING","5428 NEBRASKA AVENUE NW",1395927543000,NA,NA,"PENDING","14-00076715",-77.0654594026875,38.9622073137804
"35471",39461,1320188,"TREE PLANTING","1236 18TH STREET NE",1395934566000,1419249086000,NA,"CLOSED","14-00077064",-76.9782738764777,38.9066474350442
"35473",39463,1320266,"TREE PLANTING","243 8TH STREET NE",1395940143000,NA,NA,"PENDING","14-00077272",-76.9947158357726,38.893276874789
"35489",39479,1320978,"TREE PLANTING","1536 MASSACHUSETTS AVENUE SE",1396040948000,NA,NA,"PENDING","14-00079027",-76.9825011834973,38.8869684692052
"35492",39482,1321040,"TREE PLANTING","318 RHODE ISLAND AVENUE NE",1396047789000,1428330580000,NA,"CLOSED","14-00079186",-77.0012333765195,38.9197970284239
"35493",39483,1321183,"TREE PLANTING","3519 14TH STREET NE",1396107370000,1416580726000,NA,"CLOSED","14-00079704",-76.9860533491527,38.9332743561585
"35494",39484,1321192,"TREE PLANTING","1432 NEWTON STREET NE",1396107910000,NA,NA,"PENDING","14-00079721",-76.9853971538686,38.9340826812744
"35498",39488,1321448,"TREE PLANTING","4421 9TH STREET NW",1396195404000,1422971866000,NA,"CLOSED","14-00080313",-77.0249785200725,38.944600360229
"35499",39489,1321452,"TREE PLANTING","4425 9TH STREET NW",1396196479000,1422971897000,NA,"CLOSED","14-00080322",-77.0249980719315,38.9447629556079
"35501",39491,1321495,"TREE PLANTING","3733 NORTHAMPTON STREET NW",1396205479000,NA,"414418","PENDING","14-00080417",-77.0740050176991,38.9660172128977
"35512",39504,1321779,"TREE PLANTING","3726 VAN NESS STREET NW",1396277350000,1415090734000,"412228","CLOSED","14-00081090",-77.0736842632847,38.9429411973974
"35517",39509,1322070,"TREE PLANTING","1776 MASSACHUSETTS AVENUE NW",1396293693000,NA,NA,"PENDING","14-00081735",-77.0411502539083,38.9084555878876
"35522",39514,1322295,"TREE PLANTING","1 GESSFORD COURT SE",1396324460000,1428674530000,NA,"CLOSED","14-00082254",-76.9910088013826,38.887122756436
"35527",39519,1322455,"TREE PLANTING","1112 7TH STREET NE",1396360279000,1396964214000,NA,"CLOSED","14-00082791",-76.9964263751381,38.9041564289122
"35529",39521,1322523,"TREE PLANTING","2426 MONROE STREET NE",1396364059000,1416914430000,NA,"CLOSED","14-00082941",-76.9711865683571,38.9332795642348
"35534",39526,1322671,"TREE PLANTING","7939 ORCHID STREET NW",1396371799000,1414506746000,NA,"CLOSED","14-00083435",-77.0373408296687,38.9880657338061
"35535",39527,1322698,"TREE PLANTING","131 INGRAHAM STREET NW",1396372521000,1396431009000,NA,"CLOSED","14-00083482",-77.0128025259416,38.9547355585241
"35536",39528,1322719,"TREE PLANTING","3738 KANAWHA STREET NW",1396373959000,1418913780000,NA,"CLOSED","14-00083531",-77.071851935827,38.9601380564263
"35538",39530,1322800,"TREE PLANTING","6139 31ST PLACE NW",1396378459000,1421326681000,NA,"CLOSED","14-00083749",-77.0623324418517,38.9718641529368
"35543",39535,1322943,"TREE PLANTING","1238 18TH PLACE NE",1396391959000,1419249151000,NA,"CLOSED","14-00084165",-76.9774345381005,38.9066712381748
